EventID,EventName,EventType,Date,StartTime,EndTime,Location,Capacity,ActualAttendance,Weather_Condition,Promotion_Type
1413,Labor Day Union Rally,Community,2030-09-02,13:00:00,15:00:00,City Hall,1000,900,Cloudy,Labor Unions
1414,Patriot Day Blood Drive,Health,2030-09-11,09:00:00,17:00:00,Hospital,200,180,Sunny,Red Cross
1415,Charity Fun Run,Fundraiser,2024-09-08,08:00:00,11:00:00,City Park,500,425,Partly Cloudy,Social Media Campaign
1416,Art Exhibition Opening,Cultural,2024-10-12,18:00:00,21:00:00,Modern Art Museum,200,180,Clear Skies,Email Marketing
1417,Cooking Masterclass,Educational,2024-11-03,14:00:00,17:00:00,Culinary School,30,28,Rainy,Targeted Ads
1418,Outdoor Music Festival,Entertainment,2024-12-15,12:00:00,23:00:00,Lakeside Amphitheater,5000,4200,Sunny,Radio Advertisements
1419,Robotics Competition,Educational,2025-01-20,09:00:00,16:00:00,Science Museum,100,90,Snowy,School Outreach
1420,Charity Auction,Fundraiser,2025-02-14,19:00:00,22:00:00,Grand Hotel Ballroom,300,275,Clear Skies,Direct Mail
1421,Yoga and Meditation Retreat,Wellness,2025-03-07,07:00:00,18:00:00,Mountain Resort,50,45,Sunny,Social Media Campaign
1422,Book Signing Event,Cultural,2025-04-11,16:00:00,19:00:00,Local Bookstore,80,65,Cloudy,Flyers Distributed
1423,Entrepreneurship Summit,Conference,2025-05-23,09:00:00,18:00:00,Business Center,500,450,Partly Cloudy,Email Marketing
1424,Outdoor Movie Screening,Entertainment,2025-06-30,20:00:00,23:00:00,City Square,1000,800,Clear Skies,Social Media Campaign
1425,Charity Bake Sale,Fundraiser,2025-07-18,10:00:00,14:00:00,Community Center,100,85,Sunny,Local Newspaper Ads
1426,Photography Workshop,Educational,2025-08-09,13:00:00,16:00:00,Studio Space,20,18,Rainy,Targeted Ads
1427,Jazz Night,Entertainment,2025-09-22,20:00:00,23:00:00,Jazz Club,150,130,Clear Skies,Email Marketing
1428,Charity Walk,Fundraiser,2025-10-05,09:00:00,12:00:00,Nature Trail,300,250,Partly Cloudy,Social Media Campaign
1429,Painting Exhibition,Cultural,2025-11-17,15:00:00,19:00:00,Art Gallery,100,80,Cloudy,Flyers Distributed
1430,Robotics Workshop,Educational,2025-12-08,10:00:00,14:00:00,Tech Hub,40,35,Snowy,School Outreach
1431,New Year's Eve Party,Entertainment,2025-12-31,21:00:00,01:00:00,Rooftop Lounge,200,190,Clear Skies,Social Media Campaign
1432,Charity Gala Dinner,Fundraiser,2026-01-25,18:00:00,22:00:00,Luxury Hotel,250,225,Partly Cloudy,Direct Mail
1433,Book Club Meeting,Cultural,2026-02-10,14:00:00,16:00:00,Local Library,30,25,Rainy,Email Marketing
1434,Cooking Competition,Entertainment,2026-03-15,12:00:00,16:00:00,Culinary Institute,50,45,Sunny,Targeted Ads
1435,Robotics Seminar,Educational,2026-04-07,10:00:00,13:00:00,University Auditorium,200,180,Clear Skies,School Outreach
1436,Charity Car Wash,Fundraiser,2026-05-19,09:00:00,14:00:00,Shopping Mall Parking Lot,100,80,Partly Cloudy,Social Media Campaign
1437,Poetry Reading,Cultural,2026-06-12,19:00:00,21:00:00,Coffee Shop,50,40,Cloudy,Flyers Distributed
1438,Outdoor Yoga Class,Wellness,2026-07-04,07:00:00,08:00:00,City Park,100,90,Sunny,Email Marketing
1439,Stand-up Comedy Night,Entertainment,2026-08-17,20:00:00,22:00:00,Comedy Club,100,95,Clear Skies,Social Media Campaign
1440,Charity Auction,Fundraiser,2026-09-09,18:00:00,21:00:00,Art Gallery,150,130,Partly Cloudy,Direct Mail
1441,Creative Writing Workshop,Educational,2026-10-23,14:00:00,17:00:00,Community Center,30,28,Rainy,Targeted Ads
1442,Film Screening,Entertainment,2026-11-15,19:00:00,22:00:00,Independent Cinema,80,75,Cloudy,Email Marketing
1443,Charity Bake Sale,Fundraiser,2026-12-08,10:00:00,14:00:00,Shopping Mall,100,90,Snowy,Social Media Campaign
1444,Art and Craft Fair,Cultural,2027-01-20,11:00:00,18:00:00,Convention Center,500,450,Clear Skies,Flyers Distributed
1445,Yoga and Meditation Class,Wellness,2027-02-12,09:00:00,11:00:00,Yoga Studio,30,25,Sunny,Email Marketing
1446,Open Mic Night,Entertainment,2027-03-07,20:00:00,23:00:00,Local Bar,50,45,Partly Cloudy,Social Media Campaign
1447,Charity Fun Run,Fundraiser,2027-04-19,08:00:00,11:00:00,City Park,300,275,Clear Skies,Direct Mail
1448,Cooking Demonstration,Educational,2027-05-11,14:00:00,16:00:00,Culinary School,40,35,Rainy,Targeted Ads
1449,Outdoor Concert,Entertainment,2027-06-24,18:00:00,22:00:00,Amphitheater,1000,900,Sunny,Radio Advertisements
1450,Charity Golf Tournament,Fundraiser,2027-07-16,09:00:00,16:00:00,Golf Course,100,90,Partly Cloudy,Social Media Campaign
1451,Book Launch Event,Cultural,2027-08-08,17:00:00,20:00:00,Bookstore,80,70,Cloudy,Email Marketing
1452,Robotics Competition,Educational,2027-09-21,10:00:00,16:00:00,Science Museum,150,140,Clear Skies,School Outreach
1453,Halloween Party,Entertainment,2027-10-31,20:00:00,23:59:00,Haunted House,200,180,Partly Cloudy,Social Media Campaign
1454,Charity Auction,Fundraiser,2027-11-23,18:00:00,21:00:00,Art Gallery,120,110,Rainy,Direct Mail
1455,Painting Workshop,Educational,2027-12-16,13:00:00,16:00:00,Art Studio,20,18,Snowy,Targeted Ads
1456,New Year's Eve Gala,Entertainment,2027-12-31,21:00:00,01:00:00,Grand Ballroom,300,280,Clear Skies,Email Marketing
1457,Charity Walk,Fundraiser,2028-01-28,09:00:00,12:00:00,Nature Trail,250,225,Sunny,Social Media Campaign
1458,Poetry Slam,Cultural,2028-02-20,19:00:00,22:00:00,Theater,100,90,Partly Cloudy,Flyers Distributed
1459,Cooking Competition,Entertainment,2028-03-12,12:00:00,16:00:00,Culinary Institute,60,55,Cloudy,Targeted Ads
1460,Robotics Workshop,Educational,2028-04-04,10:00:00,14:00:00,Tech Hub,30,28,Rainy,School Outreach
1461,Charity Bake Sale,Fundraiser,2028-05-17,10:00:00,14:00:00,Community Center,80,75,Sunny,Social Media Campaign
1462,Film Festival,Cultural,2028-06-09,15:00:00,22:00:00,Cinema Complex,500,450,Clear Skies,Email Marketing
1463,Outdoor Yoga Retreat,Wellness,2028-07-22,07:00:00,18:00:00,Mountain Resort,50,45,Partly Cloudy,Targeted Ads
1464,Stand-up Comedy Show,Entertainment,2028-08-14,20:00:00,22:00:00,Comedy Club,100,95,Cloudy,Social Media Campaign
1465,Charity Auction,Fundraiser,2028-09-06,18:00:00,21:00:00,Convention Center,200,180,Rainy,Direct Mail
1466,Creative Writing Seminar,Educational,2028-10-19,14:00:00,17:00:00,University Auditorium,150,130,Sunny,School Outreach
1467,Halloween Costume Party,Entertainment,2028-10-31,20:00:00,23:59:00,Nightclub,300,280,Clear Skies,Social Media Campaign
1468,Charity Car Wash,Fundraiser,2028-11-12,09:00:00,14:00:00,Shopping Mall Parking Lot,100,90,Partly Cloudy,Flyers Distributed
1469,Art Exhibition,Cultural,2028-12-05,16:00:00,20:00:00,Art Museum,200,180,Snowy,Email Marketing
1470,Christmas Market,Entertainment,2028-12-24,10:00:00,20:00:00,City Square,1000,900,Clear Skies,Radio Advertisements
1471,Charity Gala Dinner,Fundraiser,2029-01-16,18:00:00,22:00:00,Luxury Hotel,250,230,Cloudy,Direct Mail
1472,Book Club Meeting,Cultural,2029-02-08,14:00:00,16:00:00,Local Library,30,28,Rainy,Social Media Campaign
1473,Cooking Masterclass,Educational,2029-03-02,13:00:00,16:00:00,Culinary School,40,35,Sunny,Targeted Ads
1474,Outdoor Music Festival,Entertainment,2029-04-14,12:00:00,23:00:00,City Park,5000,4500,Partly Cloudy,Radio Advertisements
1475,Robotics Competition,Educational,2029-05-27,09:00:00,16:00:00,Science Museum,120,110,Clear Skies,School Outreach
1476,Charity Walk,Fundraiser,2029-06-19,09:00:00,12:00:00,Nature Trail,300,275,Sunny,Social Media Campaign
1477,Poetry Reading,Cultural,2029-07-11,19:00:00,21:00:00,Coffee Shop,50,45,Cloudy,Flyers Distributed
1478,Outdoor Yoga Class,Wellness,2029-08-03,07:00:00,08:00:00,Beach,100,90,Partly Cloudy,Email Marketing
1479,Film Screening,Entertainment,2029-09-15,19:00:00,22:00:00,Independent Cinema,80,75,Rainy,Social Media Campaign
1480,Charity Auction,Fundraiser,2029-10-08,18:00:00,21:00:00,Art Gallery,150,140,Clear Skies,Direct Mail
1481,Creative Writing Workshop,Educational,2029-11-21,14:00:00,17:00:00,Community Center,30,28,Snowy,Targeted Ads
1482,Thanksgiving Dinner,Entertainment,2029-11-30,17:00:00,21:00:00,Restaurant,100,95,Cloudy,Email Marketing
1483,Charity Bake Sale,Fundraiser,2029-12-13,10:00:00,14:00:00,Shopping Mall,100,90,Sunny,Social Media Campaign
1484,New Year's Eve Party,Entertainment,2029-12-31,21:00:00,01:00:00,Rooftop Lounge,200,190,Clear Skies,Radio Advertisements
1485,Art and Craft Fair,Cultural,2030-01-26,11:00:00,18:00:00,Convention Center,500,450,Partly Cloudy,Flyers Distributed
1486,Yoga and Meditation Class,Wellness,2030-02-17,09:00:00,11:00:00,Yoga Studio,30,28,Rainy,Email Marketing
1487,Open Mic Night,Entertainment,2030-03-09,20:00:00,23:00:00,Local Bar,50,45,Sunny,Social Media Campaign
1488,Charity Fun Run,Fundraiser,2030-04-21,08:00:00,11:00:00,City Park,300,280,Clear Skies,Direct Mail
1489,Cooking Demonstration,Educational,2030-05-13,14:00:00,16:00:00,Culinary School,40,35,Cloudy,Targeted Ads
1490,Outdoor Concert,Entertainment,2030-06-26,18:00:00,22:00:00,Amphitheater,1000,950,Partly Cloudy,Radio Advertisements
1491,Charity Golf Tournament,Fundraiser,2030-07-18,09:00:00,16:00:00,Golf Course,100,90,Sunny,Social Media Campaign
1492,Book Launch Event,Cultural,2030-08-10,17:00:00,20:00:00,Bookstore,80,75,Rainy,Email Marketing
1493,Robotics Workshop,Educational,2030-09-23,10:00:00,14:00:00,Tech Hub,30,28,Clear Skies,School Outreach
1494,Halloween Party,Entertainment,2030-10-31,20:00:00,23:59:00,Haunted House,200,190,Cloudy,Social Media Campaign
1495,Charity Auction,Fundraiser,2030-11-25,18:00:00,21:00:00,Art Gallery,120,110,Snowy,Direct Mail
1496,Painting Workshop,Educational,2030-12-18,13:00:00,16:00:00,Art Studio,20,18,Sunny,Targeted Ads
1497,Christmas Eve Dinner,Entertainment,2030-12-24,18:00:00,22:00:00,Restaurant,100,95,Partly Cloudy,Email Marketing
1498,New Year's Eve Gala,Entertainment,2030-12-31,21:00:00,01:00:00,Grand Ballroom,300,290,Clear Skies,Radio Advertisements
1499,Charity Walk,Fundraiser,2031-01-30,09:00:00,12:00:00,Nature Trail,250,230,Sunny,Social Media Campaign
1500,Cooking Competition,Entertainment,2031-03-14,12:00:00,16:00:00,Culinary Institute,60,58,Rainy,Targeted Ads
1501,Robotics Seminar,Educational,2031-04-06,10:00:00,13:00:00,University Auditorium,200,190,Clear Skies,School Outreach
1502,Charity Car Wash,Fundraiser,2031-05-19,09:00:00,14:00:00,Shopping Mall Parking Lot,100,95,Partly Cloudy,Social Media Campaign
1503,Slam Poetry Event,Cultural,2031-06-11,19:00:00,21:00:00,Theater,80,75,Cloudy,Flyers Distributed
1504,Outdoor Pilates Class,Wellness,2031-07-03,07:00:00,08:00:00,City Park,100,90,Sunny,Email Marketing
1505,Improv Comedy Show,Entertainment,2031-08-16,20:00:00,22:00:00,Comedy Club,100,98,Clear Skies,Social Media Campaign
1506,Silent Auction,Fundraiser,2031-09-08,18:00:00,21:00:00,Art Gallery,150,140,Partly Cloudy,Direct Mail
1507,Creative Writing Retreat,Educational,2031-10-22,09:00:00,17:00:00,Mountain Resort,30,28,Rainy,Targeted Ads
1508,Horror Movie Marathon,Entertainment,2031-10-31,18:00:00,23:59:00,Independent Cinema,80,78,Cloudy,Email Marketing
1509,Charity Bake Sale,Fundraiser,2031-12-07,10:00:00,14:00:00,Shopping Mall,100,95,Snowy,Social Media Campaign
1510,Sculpture Exhibition,Cultural,2032-01-19,11:00:00,18:00:00,Art Museum,500,475,Clear Skies,Flyers Distributed
1511,Yoga and Pilates Fusion Class,Wellness,2032-02-11,09:00:00,11:00:00,Fitness Studio,30,28,Sunny,Email Marketing
1512,Karaoke Night,Entertainment,2032-03-06,20:00:00,23:00:00,Local Bar,50,48,Partly Cloudy,Social Media Campaign
1513,Charity Bike Ride,Fundraiser,2032-04-18,08:00:00,13:00:00,Scenic Route,300,285,Clear Skies,Direct Mail
1514,Sushi Making Class,Educational,2032-05-10,14:00:00,16:00:00,Japanese Restaurant,40,38,Rainy,Targeted Ads
1515,Jazz Festival,Entertainment,2032-06-23,15:00:00,22:00:00,City Park,1000,950,Sunny,Radio Advertisements
1516,Charity Tennis Tournament,Fundraiser,2032-07-15,09:00:00,16:00:00,Tennis Club,100,95,Partly Cloudy,Social Media Campaign
1517,Author Talk,Cultural,2032-08-07,17:00:00,19:00:00,Library,80,75,Cloudy,Email Marketing
1518,Robotics Summer Camp,Educational,2032-09-20,09:00:00,15:00:00,Science Center,150,145,Clear Skies,School Outreach
1519,Costume Contest,Entertainment,2032-10-31,19:00:00,22:00:00,Community Center,200,190,Partly Cloudy,Social Media Campaign
1520,Silent Auction,Fundraiser,2032-11-22,18:00:00,21:00:00,Convention Center,120,115,Rainy,Direct Mail
1521,Watercolor Painting Class,Educational,2032-12-15,13:00:00,16:00:00,Art Studio,20,19,Snowy,Targeted Ads
1522,Christmas Carol Concert,Entertainment,2032-12-23,19:00:00,21:00:00,Concert Hall,500,480,Clear Skies,Email Marketing
1523,Charity Walk,Fundraiser,2033-01-27,09:00:00,12:00:00,Hiking Trail,250,240,Sunny,Social Media Campaign
1524,Spoken Word Poetry,Cultural,2033-02-19,19:00:00,21:00:00,Coffee Shop,50,48,Partly Cloudy,Flyers Distributed
1525,Baking Competition,Entertainment,2033-03-11,12:00:00,16:00:00,Culinary School,60,58,Cloudy,Targeted Ads
1526,Robotics Workshop,Educational,2033-04-03,10:00:00,14:00:00,Maker Space,30,29,Rainy,School Outreach
1527,Charity Yard Sale,Fundraiser,2033-05-16,09:00:00,15:00:00,Community Center,80,78,Sunny,Social Media Campaign
1528,Short Film Festival,Cultural,2033-06-08,17:00:00,22:00:00,Independent Theater,200,190,Clear Skies,Email Marketing
1529,Outdoor Tai Chi Class,Wellness,2033-07-21,07:00:00,08:00:00,City Park,100,95,Partly Cloudy,Targeted Ads
1530,Magic Show,Entertainment,2033-08-13,19:00:00,21:00:00,Theater,150,145,Cloudy,Social Media Campaign
1531,Silent Auction,Fundraiser,2033-09-05,18:00:00,21:00:00,Art Gallery,200,190,Rainy,Direct Mail
1532,Creative Writing Workshop,Educational,2033-10-18,14:00:00,17:00:00,Library,30,28,Sunny,School Outreach
1533,Haunted House,Entertainment,2033-10-31,20:00:00,23:59:00,Abandoned Building,300,290,Clear Skies,Social Media Campaign
1534,Charity Car Wash,Fundraiser,2033-11-11,09:00:00,14:00:00,Gas Station,100,95,Partly Cloudy,Flyers Distributed
1535,Photography Exhibition,Cultural,2033-12-04,16:00:00,20:00:00,Gallery,200,190,Snowy,Email Marketing
1536,Holiday Market,Entertainment,2033-12-23,10:00:00,20:00:00,City Square,1000,950,Clear Skies,Radio Advertisements
1537,Charity Dinner,Fundraiser,2034-01-15,18:00:00,22:00:00,Restaurant,250,240,Cloudy,Direct Mail
1538,Book Discussion,Cultural,2034-02-07,14:00:00,16:00:00,Bookstore,30,29,Rainy,Social Media Campaign
1539,Cooking Class,Educational,2034-03-01,13:00:00,16:00:00,Culinary Institute,40,38,Sunny,Targeted Ads
1540,Music Festival,Entertainment,2034-04-13,12:00:00,23:00:00,Fairgrounds,5000,4800,Partly Cloudy,Radio Advertisements
1541,Robotics Competition,Educational,2034-05-26,09:00:00,16:00:00,University,120,115,Clear Skies,School Outreach
1542,Charity Run,Fundraiser,2034-06-18,08:00:00,11:00:00,City Streets,300,290,Sunny,Social Media Campaign
1543,Storytelling Event,Cultural,2034-07-10,19:00:00,21:00:00,Library,50,48,Cloudy,Flyers Distributed
1544,Outdoor Zumba Class,Wellness,2034-08-02,07:00:00,08:00:00,Beach,100,95,Partly Cloudy,Email Marketing
1545,Indie Film Screening,Entertainment,2034-09-14,19:00:00,22:00:00,Art House Cinema,80,78,Rainy,Social Media Campaign
1546,Silent Auction,Fundraiser,2034-10-07,18:00:00,21:00:00,Museum,150,145,Clear Skies,Direct Mail
1547,Creative Writing Seminar,Educational,2034-11-20,14:00:00,17:00:00,Conference Center,30,29,Snowy,Targeted Ads
1548,Thanksgiving Potluck,Entertainment,2034-11-29,17:00:00,21:00:00,Community Center,100,98,Cloudy,Email Marketing
1549,Charity Bake Sale,Fundraiser,2034-12-12,10:00:00,14:00:00,Grocery Store,100,95,Sunny,Social Media Campaign
1550,New Year's Day Brunch,Entertainment,2035-01-01,11:00:00,14:00:00,Hotel Ballroom,200,195,Clear Skies,Email Marketing
1551,Winter Wonderland Festival,Cultural,2035-01-25,15:00:00,21:00:00,City Park,1000,950,Snowy,Social Media Campaign
1552,Charity Ski Race,Fundraiser,2035-02-16,09:00:00,14:00:00,Ski Resort,150,145,Sunny,Direct Mail
1553,Calligraphy Workshop,Educational,2035-03-08,13:00:00,16:00:00,Art Studio,20,19,Rainy,Targeted Ads
1554,Spring Flower Show,Entertainment,2035-04-20,10:00:00,18:00:00,Botanical Garden,500,480,Partly Cloudy,Radio Advertisements
1555,Robotics Hackathon,Educational,2035-05-12,09:00:00,18:00:00,Tech Hub,100,98,Clear Skies,School Outreach
1556,Charity Dinner Auction,Fundraiser,2035-06-07,18:00:00,22:00:00,Country Club,200,195,Sunny,Social Media Campaign
1557,Outdoor Theater Performance,Cultural,2035-07-19,20:00:00,22:30:00,Amphitheater,300,290,Cloudy,Flyers Distributed
1558,Yoga in the Vineyard,Wellness,2035-08-11,10:00:00,12:00:00,Winery,50,48,Partly Cloudy,Email Marketing
1559,Food Truck Festival,Entertainment,2035-09-03,12:00:00,20:00:00,Fairgrounds,1000,980,Rainy,Social Media Campaign
1560,Silent Auction,Fundraiser,2035-10-16,17:00:00,20:00:00,Historical Mansion,120,118,Clear Skies,Direct Mail
1561,Pumpkin Carving Contest,Entertainment,2035-10-31,14:00:00,17:00:00,Community Center,80,78,Sunny,Targeted Ads
1562,NaNoWriMo Kickoff,Educational,2035-11-01,18:00:00,21:00:00,Library,100,95,Cloudy,School Outreach
1563,Charity Turkey Trot,Fundraiser,2035-11-30,08:00:00,11:00:00,City Streets,500,480,Partly Cloudy,Social Media Campaign
1564,Holiday Lights Parade,Cultural,2035-12-15,19:00:00,21:00:00,Downtown,2000,1900,Clear Skies,Radio Advertisements
1565,New Year's Eve Masquerade,Entertainment,2035-12-31,21:00:00,01:00:00,Hotel Ballroom,300,295,Snowy,Email Marketing
1566,Winter Sports Expo,Entertainment,2036-01-18,10:00:00,18:00:00,Convention Center,1000,980,Sunny,Social Media Campaign
1567,Charity Polar Plunge,Fundraiser,2036-02-09,12:00:00,14:00:00,Lake Shore,100,98,Partly Cloudy,Direct Mail
1568,Soap Making Workshop,Educational,2036-03-02,14:00:00,17:00:00,Craft Store,30,29,Rainy,Targeted Ads
1569,Spring Fashion Show,Entertainment,2036-04-13,19:00:00,21:00:00,Boutique,150,145,Clear Skies,Email Marketing
1570,Robotics Summer Camp,Educational,2036-05-25,09:00:00,15:00:00,Science Museum,200,195,Sunny,School Outreach
1571,Charity Golf Outing,Fundraiser,2036-06-20,08:00:00,14:00:00,Golf Course,120,118,Cloudy,Social Media Campaign
1572,Outdoor Movie Night,Entertainment,2036-07-12,20:00:00,23:00:00,City Park,500,480,Partly Cloudy,Flyers Distributed
1573,Meditation Retreat,Wellness,2036-08-04,09:00:00,17:00:00,Retreat Center,50,48,Rainy,Email Marketing
1574,Craft Beer Festival,Entertainment,2036-09-16,12:00:00,20:00:00,Brewery,1000,980,Clear Skies,Social Media Campaign
1575,Silent Auction,Fundraiser,2036-10-09,18:00:00,21:00:00,Art Gallery,150,145,Sunny,Direct Mail
1576,Haunted Hayride,Entertainment,2036-10-31,19:00:00,22:00:00,Farm,300,290,Cloudy,Targeted Ads
1577,NaNoWriMo Write-In,Educational,2036-11-15,18:00:00,21:00:00,Coffee Shop,50,48,Partly Cloudy,School Outreach
1578,Charity Thanksgiving Dinner,Fundraiser,2036-11-29,17:00:00,20:00:00,Community Center,200,195,Rainy,Social Media Campaign
1579,Holiday Craft Fair,Cultural,2036-12-13,10:00:00,18:00:00,Convention Center,500,480,Snowy,Radio Advertisements
1580,New Year's Day 5K,Entertainment,2037-01-01,09:00:00,12:00:00,City Streets,1000,980,Clear Skies,Email Marketing
1581,Winter Farmers Market,Cultural,2037-01-23,10:00:00,14:00:00,Indoor Market,200,195,Sunny,Social Media Campaign
1582,Charity Ice Fishing Derby,Fundraiser,2037-02-14,08:00:00,14:00:00,Frozen Lake,100,98,Partly Cloudy,Direct Mail
1583,Woodworking Workshop,Educational,2037-03-06,13:00:00,16:00:00,Woodshop,20,19,Cloudy,Targeted Ads
1584,Spring Garden Show,Entertainment,2037-04-19,10:00:00,18:00:00,Botanical Garden,500,480,Rainy,Radio Advertisements
1585,Robotics Competition,Educational,2037-05-11,09:00:00,16:00:00,Science Center,150,145,Clear Skies,School Outreach
1586,Charity Wine Tasting,Fundraiser,2037-06-06,18:00:00,21:00:00,Winery,200,195,Sunny,Social Media Campaign
1587,Outdoor Concert Series,Entertainment,2037-07-18,19:00:00,22:00:00,Amphitheater,1000,980,Partly Cloudy,Flyers Distributed
1588,Yoga on the Beach,Wellness,2037-08-10,07:00:00,08:00:00,Beach,100,98,Cloudy,Email Marketing
1589,Food and Wine Festival,Entertainment,2037-09-02,12:00:00,20:00:00,City Park,1500,1450,Rainy,Social Media Campaign
1590,Silent Auction,Fundraiser,2037-10-15,17:00:00,20:00:00,Museum,120,118,Clear Skies,Direct Mail
1591,Halloween Costume Parade,Entertainment,2037-10-31,16:00:00,18:00:00,Downtown,500,480,Sunny,Targeted Ads
1592,NaNoWriMo Celebration,Educational,2037-11-30,18:00:00,21:00:00,Library,80,78,Partly Cloudy,School Outreach
1593,Charity Toy Drive,Fundraiser,2037-12-14,10:00:00,16:00:00,Shopping Mall,300,290,Snowy,Social Media Campaign
1594,Holiday Baking Contest,Entertainment,2037-12-24,14:00:00,17:00:00,Community Center,50,48,Cloudy,Email Marketing
1595,New Year's Eve Fireworks,Entertainment,2037-12-31,23:00:00,00:15:00,Waterfront,5000,4800,Clear Skies,Radio Advertisements
1596,Winter Art Exhibition,Cultural,2038-01-17,16:00:00,20:00:00,Art Museum,300,290,Sunny,Social Media Campaign
1597,Charity Snowshoe Race,Fundraiser,2038-02-08,10:00:00,13:00:00,Ski Resort,100,98,Partly Cloudy,Direct Mail
1598,Knitting Workshop,Educational,2038-03-01,14:00:00,17:00:00,Yarn Store,30,29,Rainy,Targeted Ads
1599,Spring Flower Festival,Entertainment,2038-04-12,10:00:00,18:00:00,City Park,1000,980,Clear Skies,Radio Advertisements
1600,Robotics Workshop,Educational,2038-05-24,09:00:00,12:00:00,Maker Space,50,48,Sunny,School Outreach
1601,Charity Silent Auction,Fundraiser,2038-06-19,18:00:00,21:00:00,Country Club,150,145,Cloudy,Social Media Campaign
1602,Outdoor Theater Festival,Cultural,2038-07-11,19:00:00,23:00:00,Amphitheater,500,480,Partly Cloudy,Flyers Distributed
1603,Yoga in the Park,Wellness,2038-08-03,10:00:00,11:00:00,City Park,100,98,Rainy,Email Marketing
1604,Craft Beer and Food Truck Rally,Entertainment,2038-09-15,12:00:00,20:00:00,Fairgrounds,1500,1450,Clear Skies,Social Media Campaign
1605,Silent Auction,Fundraiser,2038-10-08,17:00:00,20:00:00,Historical Mansion,120,118,Sunny,Direct Mail
1606,Pumpkin Pie Eating Contest,Entertainment,2038-10-31,15:00:00,17:00:00,Community Center,50,48,Cloudy,Targeted Ads
1607,NaNoWriMo Kickoff Party,Educational,2038-11-01,18:00:00,21:00:00,Coffee Shop,80,78,Partly Cloudy,School Outreach
1608,Charity Thanksgiving 5K,Fundraiser,2038-11-30,08:00:00,11:00:00,City Streets,500,480,Rainy,Social Media Campaign
1609,Holiday Light Show,Cultural,2038-12-15,18:00:00,22:00:00,Botanical Garden,1000,980,Snowy,Radio Advertisements
1610,New Year's Eve Gala,Entertainment,2038-12-31,20:00:00,01:00:00,Hotel Ballroom,300,295,Clear Skies,Email Marketing
1611,Winter Carnival,Entertainment,2039-01-16,12:00:00,20:00:00,Fairgrounds,2000,1950,Sunny,Social Media Campaign
1612,Charity Ice Skating Event,Fundraiser,2039-02-07,14:00:00,17:00:00,Ice Rink,150,145,Partly Cloudy,Direct Mail
1613,Pottery Workshop,Educational,2039-02-28,13:00:00,16:00:00,Art Studio,20,19,Cloudy,Targeted Ads
1614,Spring Home and Garden Show,Entertainment,2039-04-11,10:00:00,18:00:00,Convention Center,1000,980,Rainy,Radio Advertisements
1615,Robotics Seminar,Educational,2039-05-23,09:00:00,12:00:00,University,200,195,Clear Skies,School Outreach
1616,Charity Art Auction,Fundraiser,2039-06-18,18:00:00,21:00:00,Art Gallery,100,98,Sunny,Social Media Campaign
1617,Outdoor Music Festival,Entertainment,2039-07-10,12:00:00,23:00:00,City Park,5000,4800,Partly Cloudy,Flyers Distributed
1618,Yoga and Meditation Retreat,Wellness,2039-08-02,09:00:00,17:00:00,Retreat Center,50,48,Cloudy,Email Marketing
1619,Food Truck Rodeo,Entertainment,2039-09-14,12:00:00,20:00:00,Fairgrounds,1500,1450,Rainy,Social Media Campaign
1620,Silent Auction,Fundraiser,2039-10-07,17:00:00,20:00:00,Museum,120,118,Clear Skies,Direct Mail
1621,Halloween Haunted House,Entertainment,2039-10-31,19:00:00,23:00:00,Abandoned Building,300,290,Sunny,Targeted Ads
1622,NaNoWriMo Write-a-thon,Educational,2039-11-15,10:00:00,20:00:00,Library,100,98,Partly Cloudy,School Outreach
1623,Charity Thanksgiving Dinner,Fundraiser,2039-11-29,17:00:00,20:00:00,Community Center,200,195,Cloudy,Social Media Campaign
1624,Holiday Craft Market,Cultural,2039-12-13,10:00:00,18:00:00,Convention Center,500,480,Snowy,Radio Advertisements
1625,New Year's Day Brunch,Entertainment,2040-01-01,11:00:00,14:00:00,Hotel Ballroom,300,295,Clear Skies,Email Marketing
